0	12	ntchba133035.chba.nt.ngn.ppp.infoweb.ne.jp	125.3.197.35		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
7	42	203-165-180-98.rev.home.ne.jp	203.165.180.98		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
7	42	kd111103008126.ppp-bb.dion.ne.jp	111.103.8.126	http://www.google.co.jp/hws/search?hl=ja&client=dell-row&channel=jp-psp&ibd=1071030&q=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89%E3%80%80%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E&Submit=Google+%E6%A4%9C%E7%B4%A2	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.21022; .NET CLR 3.5.30729; .NET CLR 3.0.30618)
7	49	203-165-180-98.rev.home.ne.jp	203.165.180.98	http://search.yahoo.co.jp/search?fr=slv1-tospcc1&p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&ei=UTF-8	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
7	59	p2228-ipbf1007funabasi.chiba.ocn.ne.jp	122.26.85.228	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&search.x=1&fr=tospccas1&tid=tospccas1&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
7	59	p73a29d32.chibnt01.ap.so-net.ne.jp	115.162.157.50		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;JAJP)
8	1	p2228-ipbf1007funabasi.chiba.ocn.ne.jp	122.26.85.228	http://www.asa-kashiwa.net/l-miso/yuzu1.html	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
8	2	wtp-g9-maya3.iad1	150.70.172.234		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
8	16	59-166-29-228.rev.home.ne.jp	59.166.29.228	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89%E3%80%80%E6%9C%9D%E6%97%A5&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; YTB730)
8	18	59-166-29-228.rev.home.ne.jp	59.166.29.228		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
8	27	125-14-9-35.rev.home.ne.jp	125.14.9.35	http://www.asa-kashiwa.net/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; YTB730)
8	36	kd121108108013.ppp-bb.dion.ne.jp	121.108.108.13	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89%E3%80%80%E6%9F%8F%E3%80%80%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1
8	36	ntchba335036.chba.nt.ftth.ppp.infoweb.ne.jp	121.93.170.36	http://www.google.co.jp/url?sa=t&rct=j&q=http%3A%2F%2Fwww.-asa-kashiwa.net&source=web&cd=2&ved=0CDUQjBAwAQ&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=YLN0UJqpCamdiAfw_YHoCQ&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5
8	37	ntchba335036.chba.nt.ftth.ppp.infoweb.ne.jp	121.93.170.36	http://www.asa-kashiwa.net/	Mozilla/5.0 (iPad; U; CPU OS 4_3_5 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8L1 Safari/6533.18.5
8	40	203-165-172-57.rev.home.ne.jp	203.165.172.57	http://search.yahoo.co.jp/search?p=%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=sb-necctp_sa&x=wrt	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)
8	55	203-165-172-57.rev.home.ne.jp	203.165.172.57	http://search.yahoo.co.jp/search?p=%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=sb-necctp_sa&x=wrt	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB730; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)
8	56	kd113146073177.ppp-bb.dion.ne.jp	113.146.73.177		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
8	57	p34134-ipngn101funabasi.chiba.ocn.ne.jp	180.13.247.134	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
9	9	60-62-112-45.rev.home.ne.jp	60.62.112.45	http://asa-kashiwa.net/	Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3
9	13	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
9	14	61-24-26-137.rev.home.ne.jp	61.24.26.137	http://www.asa-kashiwa.net/	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
9	16	60-62-105-156.rev.home.ne.jp	60.62.105.156	http://www.asa-kashiwa.net/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C)
9	16	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
9	17	ntchba315174.chba.nt.ftth.ppp.infoweb.ne.jp	121.95.148.174	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&ei=UTF-8&fr=ush-jp_ful_dom&x=wrt	Mozilla/5.0 (Linux; U; Android 3.1; ja-jp; L-06C Build/HMJ37) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13
9	17	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
9	18	ntchba315174.chba.nt.ftth.ppp.infoweb.ne.jp	121.95.148.174		Mozilla/5.0 (Linux; U; Android 3.1; ja-jp; L-06C Build/HMJ37) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13
9	18	61-21-150-161.rev.home.ne.jp	61.21.150.161	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; YTB720; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)
9	19	p34134-ipngn101funabasi.chiba.ocn.ne.jp	180.13.247.134	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
9	25	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
9	27	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://green.search.goo.ne.jp/search?MT=%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&STYPE=web&SH=1&IE=UTF-8&OE=UTF-8&from=gootop	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; OfficeLiveConnector.1.3; OfficeLivePatch.1.3; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)
9	28	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.google.co.jp/url?sa=t&rct=j&q=%e3%83%aa%e3%82%b5%e3%82%a4%e3%82%af%e3%83%abyuzuri&source=web&cd=1&ved=0CCgQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=Q8F0UKfVAdGcmQXoxYHIBQ&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbGLSV5/5.15.4.23821)
9	29	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; OfficeLiveConnector.1.3; OfficeLivePatch.1.3; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)
9	32	softbank126006034204.bbtec.net	126.6.34.204	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%20%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB&sp=1&tid=top_ga1_sa&ei=UTF-8&fr=top_ga1_sa&SpellState=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
9	48	203-165-180-98.rev.home.ne.jp	203.165.180.98	http://search.yahoo.co.jp/search?fr=slv1-tospcc1&p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&ei=UTF-8	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; YTB730)
9	50	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.bing.com/search?q=%E6%9F%8F%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&form=MSNH69&qs=n&sk=&mkt=ja-jp&x=147&y=15	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
9	50	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
10	2	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
10	7	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	10	60-62-112-45.rev.home.ne.jp	60.62.112.45		Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3
10	19	d130.chb4n1f1.vectant.ne.jp	183.177.158.130		Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4
10	23	pw126244015060.4.tik.panda-world.ne.jp	126.244.15.60	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89+%E6%9F%8F&x=wrt&aq=-1&oq=&lq=&clone=&ei=UTF-8&fr=applep1	Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3
10	31	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	38	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
10	38	d130.chb4n1f1.vectant.ne.jp	183.177.158.130	http://www.google.co.jp/search?q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&oq=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&sugexp=chrome,mod=0&sourceid=chrome&ie=UTF-8	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4
10	39	d130.chb4n1f1.vectant.ne.jp	183.177.158.130	http://www.asa-kashiwa.net/l-miso/kaisha1.html	Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4
11	8	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
11	32	208-115-111-69-reverse.wowrack.com	208.115.111.69		Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)
11	34	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
11	38	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
11	40	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
11	43	pl085.nas936.p-chiba.nttpc.ne.jp	210.136.88.85	http://www.google.co.jp/url?sa=t&rct=j&q=%e3%83%aa%e3%82%b5%e3%82%a4%e3%82%af%e3%83%abyuzuri&source=web&cd=1&ved=0CDMQFjAA&url=http%3A%2F%2Fwww.asa-kashiwa.net%2Fl-miso%2Findex.php&ei=1uB0UIrXMsjAmQXU7ID4Bw&usg=AFQjCNFD6Z-WR9c-fs04o1uavBGO4frKKg	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbGLSV5/5.15.4.23821)
11	58	eatkyo620197.adsl.ppp.infoweb.ne.jp	115.176.58.197	http://www.bing.com/search?q=%E6%9F%8F%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&form=MSNH69&qs=n&sk=&mkt=ja-jp&x=140&y=19	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; YTB730)
12	36	s844091.xgsspn.imtp.tachikawa.spmode.ne.jp	49.96.44.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1349840174548&action=devloc&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
12	38	s844091.xgsspn.imtp.tachikawa.spmode.ne.jp	49.96.44.91		Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
12	38	s844091.xgsspn.imtp.tachikawa.spmode.ne.jp	49.96.44.91		Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
12	39	s844091.xgsspn.imtp.tachikawa.spmode.ne.jp	49.96.44.91	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1349840174548&action=devloc&q=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
13	5	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
13	10	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
13	13	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
13	26	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
14	2	113x42x11x209.ap113.ftth.ucom.ne.jp	113.42.11.209	http://search.yahoo.co.jp/search?p=http+%3A%2F%2Fwww.asa-kasihiwa.net&aq=-1&oq=&ei=UTF-8&fr=top_ga1_sa&x=wrt	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)
14	8	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
